EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
USA17923,22-November-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,New York,Erie,,Buffalo,42.886,-78.878,1,Buffalo News; Twitter,New media-Subnational,"On 22 November 2020, several dozen people demonstrated outside the Erie county executive's home in Buffalo (New York) against coronavirus restrictions, yelling 'Free New York' and 'Lock Them Up'. There were about 30 people lined up called the 'New York Watchmen' who said they were there to protect protesters.",0,armed; armed presence; crowd size=several dozen,1680633666
USA18069,28-November-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Proud Boys; Three Percenters (III%); Patriot Prayer; Pro-Police Group (United States),6,Protesters (United States),Antifa (United States),6,66,,840,North America,United States,Oregon,Multnomah,,Portland,45.523,-122.676,1,Twitter,New media,"On 28 November 2020, a small group of protesters gathered in Portland (Oregon) against Antifa and in support of police. The Proud Boys, Three Percenters (III%) and Patriot Prayer were there. Several protesters were armed with hand guns, bats, metal rods, mace and paintball guns. Antifa counter-protesters were present but there were no reported interactions aside from a smoke bomb going off, but it is unclear which side deployed it.",0,armed; counter-demonstration; crowd size=a small group,1680633586
USA18931,29-November-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Illinois,Cook,,Schaumburg,42.033,-88.085,1,Daily Herald (Arlington Heights),Subnational,"On 29 November 2020, 100 supporters of Donald Trump gathered in Schaumburg (Illinois) to protest the election results. About 12 counter-protesters were also present. During the demonstration, a man was arrested after he pointed a handgun at the Trump supporters while driving. The man claimed to have been struck in the face after engaging with Trump supporters.",0,armed; armed presence; counter-demonstration; crowd size=100; stop the steal,1680633602
USA18935,29-November-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Unidentified Communal Militia (United States),6,Protesters (United States),Back the Blue; Pro-Police Group (United States); Unidentified Communal Militia (United States),6,66,,840,North America,United States,Washington,Clark,,Vancouver,45.633,-122.6,1,Columbian; KOIN6; KOMO4; Political Research Associates,Other-Subnational,"On 29 November 2020, about 75 total demonstrators and counter-demonstrators held dueling marches on Franklin St. in downtown Vancouver (Washington). One of the groups demonstrated in support of the BLM movement and called for arrests of the officers who shot Kevin E. Peterson Jr., a 21-year-old Black man, during an alleged drug raid. The counter-demonstrators held a 'Back the Blue' march in support of law enforcement. Many demonstrators and counter-demonstrators were heavily armed with weapons including handguns, rifles and knives and included members of unidentified militia groups. While The demonstrations remained largely peaceful, shoves and weapon pointing occurred when a demonstrator associated with the BLM demonstration allegedly grabbed a female counter-demonstrator, who tried to take a photo of a vehicle's identification number.",0,armed; counter-demonstration; crowd size=about 75,1680633666
USA19007,03-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),People's Rights,6,,,0,60,,840,North America,United States,Washington,Lewis,,Chehalis,46.66,-122.963,1,Chronicle (Centralia),Subnational,"On 3 December 2020, people including members of the People's Rights, some of them armed, demonstrated outside a restaurant in Chehalis (Washington) to support the restaurant, which was open in defiance of restrictions due to the coronavirus.",0,armed; crowd size=no report,1680633585
USA19039,04-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Oregon,Marion,,Salem,44.938,-123.03,1,Statesman Journal,Subnational,"On 4 December 2020, about 75 people gathered for a demonstration in front of the steps of the state Capitol building in Salem (Oregon) against white supremacy groups and in support of police accountability and the Black Lives Matter movement. The demonstrators marched from the Capitol to the police department. Some demonstrators carried paintball guns, baseball bats, batons, mace and knives. Several verbal confrontations occurred when vehicles with pro-police supporters drove by the march yelling racial slurs. Demonstrators had an verbal altercation with two men driving a pick-up truck with an American flag and one of the demonstrator shot the truck with a paintball when they drove away. Police also informed the protesters that two men carrying military-style weapons were reported near the demonstration area at the state capitol building, but there was no interaction between them and the demonstrators. A sculpture outside the Salem police headquarters was damaged by a demonstrator after they 'dislodged a corner panel.'",0,armed; armed presence; crowd size=about 75,1680633666
USA19134,05-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,Hill; 23WIFR; CNN; Washington Examiner; WLNS6,Subnational-National,"On 5 December 2020, dozens of armed demonstrators including Trump supporters gathered outside of the Secretary of State's home in Lansing (Michigan) to protest the certification of election results in Michigan and to demand a forensic audit.",0,armed; crowd size=dozens; stop the steal,1680633585
USA19045,05-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,Protesters (United States),,6,66,,840,North America,United States,Ohio,Summit,,Akron,41.081,-81.519,1,Akron Beacon Journal,Subnational,"On 5 December 2020, 20 pro-Trump supporters, some wearing bullet-proof vests and carrying guns rallied outside of a Black councilwoman's home in Akron (Ohio) against local coronavirus mandates that regulate private businesses and homes. Some of the council woman's family showed up to act as counter-demonstrators. Police were also called but did not intervene.",0,armed; counter-demonstration; crowd size=20,1680633585
USA19074,05-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; NAACP: National Association for the Advancement of Colored People; African American Group (United States),6,,,0,60,,840,North America,United States,Oklahoma,Oklahoma,,Oklahoma City,35.466,-97.513,1,KOCO5; News 9; Oklahoma's News 4; Oklahoma City Free Press,Subnational-National,"On 5 December 2020, about 25 people, including members of the NAACP, gathered in front of the Oklahoma City police union hall in Oklahoma City (Oklahoma) in support of the Black Lives Matter movement and against police brutality, the power of police unions, and the death of Stavian Rodriguez. A group of armed onlookers were present across the street, but did not engage in a counter-protest.",0,armed; armed presence; crowd size=about 25,1680633602
USA19076,05-December-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Antifa (United States),5,Rioters (United States),Unidentified Communal Militia (United States),5,55,,840,North America,United States,Washington,Thurston,,Olympia,47.036,-122.905,1,Liveuamap; Independent Media PDX; Political Research Associates; Twitter; Olympian; Idaho Press-Tribune; Count Love; Crowd Counting Consortium; Kitsap Sun,Local partner-New media,"On 5 December 2020, up to 200 people, some associated with Antifa, demonstrated in Olympia (Washington) as part of a 'Squash Fascists' rally held to counter a pro-Trump rally being held by right-wing demonstrators and members of an unidentified local militia group. Multiple instances of fighting with bats, bottles, rocks, chemical sprays, and guns were reported between the two groups. One right-wing demonstrator was arrested and charged with first-degree assault for firing a gun at the Antifa demonstrators, as well as second-degree assault for striking a demonstrator with his gun. Police said that video from the shooting appeared to show a person received a 'grazing' wound from the shooting, but that person has not yet come forward. Right-wing demonstrators also used paintball guns and smoke bombs. After the fight, some of the Antifa demonstrators marched through Olympia, followed by about 15 pro-Trump demonstrators.",0,armed; counter-demonstration; crowd size=up to 200,1680633665
USA19207,08-December-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),People's Rights,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Idaho,Ada,,Boise,43.618,-116.2,1,CBS2 (Boise); Hill; USA Today; Count Love; Idaho Press-Tribune; Fox13 (Salt Lake City),Other-Subnational,"On 8 December 2020, hundreds of people, organized in part by People's Rights, demonstrated in Boise (Idaho) against the coronavirus-related restrictions during a virtual meeting of the Central District Health board. 400 to 500 people gathered outside of CDH offices and demonstrations also took place outside the homes of at least 3 board members. The meeting ended early as one board member announced that armed demonstrators were knocking on her door and using air horns while her young sons and mother were at home. One person was arrested for trespassing after s/he refused to leave and another was later arrested for disturbing the peace.",0,armed; crowd size=hundreds,1680633585
USA19222,08-December-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),,5,Police Forces of the United States (2017-2021),Civilians (United States); Journalists (United States),1,15,,840,North America,United States,Oregon,Multnomah,,Portland - North,45.576,-122.725,1,Twitter; Oregonian; AP; Register-Guard; KOIN6,New media-Subnational,"On 8 December 2020, 150-200 people, some armed, gathered at the 'red house,' a private residence previously owned by a Black and Indigenous family before their forced eviction in September, in Portland - North (Oregon) against gentrification and the eviction of the Black and Indigenous family. In the early morning, police tried to evict residents of the sit-in camp established at the site, but additional demonstrators arrived and thwarted police. Police arrested between 12 and 17 people and found firearms on the property. Demonstrators then threw rocks at police, sprayed a fire extinguisher at them and damaged police vehicles. Police responded with tear gas. After police left, demonstrators set up barricades to block the surrounding streets and around 100 demonstrators occupied the area setting up camps. Demonstrators also assaulted two members of the press, but there were no reports of serious injuries.",0,armed; crowd size=150-200,1680633610
USA19253,09-December-2020,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (United States),,6,Unidentified Armed Group (United States),,3,36,Civilian targeting,840,North America,United States,Oregon,Multnomah,,Portland - North,45.576,-122.725,1,Political Research Associates; Recompiler; Twitter; KOIN6; NewsWatch 12,Other-New media,"On 9 December 2020, people gathered in a blockade zone of a neighborhood surrounding the 'red house,' a private residence previously owned by a Black and Indigenous family before their forced eviction in September, in Portland - North (Oregon) against gentrification and the eviction of the Black and Indigenous family. Demonstrators erected barriers to block several streets of the neighborhood from vehicles. In the evening, two vehicles driven by alleged far-right activists drove past the blockade and threw two smoke bombs and 'some sort of IED' at the entrance of the barricades. No one was injured. Portland police chief stated in a press conference that demonstrators at the camp and blockade have been stockpiling weapons and have armed sentries providing security.",0,armed; armed presence; crowd size=no report,1680633665
USA19289,10-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Oregon,Multnomah,,Portland - North,45.576,-122.725,1,News 10 (Medford); Recompiler,Subnational,"On 10 December 2020, people gathered in a neighborhood surrounding a 'red house' on the corner of N Prescott St. and N Mississippi Ave., a private residence previously owned by a Black and Indigenous family before their forced eviction in September, in Portland - North (Oregon) to protest against gentrification and the eviction of the Black and Indigenous family. Demonstrators erected barriers to block several streets of the neighborhood for vehicles. Demonstrators also set up 'booby traps' including homemade spike strips, piles of rocks and thick bands of plastic wrap to keep police officers out. Some demonstrators are armed and armed sentries providing security have been reported.",0,armed; armed presence; crowd size=no report,1680633665
USA19325,11-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Oregon,Multnomah,,Portland - North,45.576,-122.725,1,KOIN6; Newsweek,Subnational-National,"On 11 December 2020, 300 people gathered for a protest in a blockade zone of a neighborhood surrounding the 'red house' on the corner of N Prescott St. and N Mississippi Ave., a private residence previously owned by a Black and Indigenous family before their forced eviction in September, in Portland - North (Oregon) against gentrification and the eviction of the Black and Indigenous family. The blockade is an around-the-clock operation with protesters camping and organizing a kitchen to serve meals. It is reported that armed security of the blockade has increased and there is a large cache of firearms and other weapons.",0,armed; armed presence; crowd size=300,1680633610
USA19348,12-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Pennsylvania,Erie,,Erie,42.129,-80.085,1,JET24,Subnational,"On 12 December 2020, people protested in Erie (Pennsylvania) against the new restrictions during the coronavirus pandemic. Some of the demonstrators were armed.",0,armed; crowd size=no report,1680633585
USA19371,12-December-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Antifa (United States); BLM: Black Lives Matter; Proud Boys; Civilians (United States); Journalists (United States),5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Washington,Thurston,,Olympia,47.036,-122.905,1,Olympian; MilitiaWatch; KIRO7; Political Research Associates; ABC News; Washington Post; Seattle Times; US Press Freedom Tracker; Count Love; Fox News; Twitter; Q13 Fox,Local partner-New media,"On 12 December 2020, around 50 to 80 pro-Trump supporters and members of the Proud Boys held a 'Stop the Steal' rally outside the statehouse in Olympia (Washington) to show support for former President Trump's unfounded claims that the election was rigged for Joe Biden. They were met by 100-200 counter demonstrators, including some affiliated with Antifa, who gathered for an event against fascism and in support of the Black Lives Matter movement. Both groups were armed with various weapons, including firearms. Pro-Trump demonstrators fired paintballs and threw smoke bombs while counter demonstrators threw rocks. A large commercial firework was also thrown by pro-Trump demonstrators but failed to detonate. During the demonstration, a pro-Trump demonstrator shot a counter demonstrator, wounding the person and requiring hospitalization. A black-clad person belonging to a different group also fired a shot but reportedly did not cause any injuries. The second shooter was not arrested. Four people, including the pro-Trump shooter, were arrested. Four police officers were reportedly injured, one being hit with a baton-like object while another was hit by a large piece of concrete. A journalist was also injured after being hit multiple times with crowd-control munitions by police, including a fragment from a 'flash bang' grenade.",0,armed; counter-demonstration; crowd size=around 150-280; stop the steal,1680633603
USA19597,13-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021); Labor Group (United States); Police Forces of the United States (2017-2021); GOP: Republican Party,6,,,0,60,,840,North America,United States,Washington,Benton,,Richland,46.286,-119.284,1,Franklin Connection; MilitiaWatch,Local partner-New media,"On 13 December 2020, more than 250 people, including local Republican officials, police officials, and business owners demonstrated in Richland (Washington) to advocate for all businesses statewide to be opened immediately, in spite of ongoing health restrictions amid the coronavirus pandemic. The III% militia and volunteers from Retake Washington provided armed security for the rally.",0,armed; armed presence; crowd size=more than 250,1680633602
USA19814,20-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Proud Boys,6,,,0,60,,840,North America,United States,Ohio,Medina,,Medina,41.138,-81.864,1,Patch; TiffinOhio,Subnational-National,"On 20 December 2020, about 40 protesters including anti-vaccine advocates, Trump supporters and the Proud Boys gathered outside the GOP Senate President's personal home in Medina (Ohio) to pressure him to override the Governor's veto of the Senate Bill 311. At least two protesters at the scene carried pistols.",0,armed; crowd size=about 40,1680633585
USA19841,21-December-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Patriot Prayer; Pro-Police Group (United States),5,Police Forces of the United States (2017-2021),Civilians (United States); Journalists (United States),1,15,,840,North America,United States,Oregon,Marion,,Salem,44.938,-123.03,1,KOIN6; MilitiaWatch; New York Times; Oregonian; Salem Reporter; Statesman Journal; Twitter,Local partner-New media,"On 21 December 2020, more than 100 demonstrators, some of whom were armed, gathered outside the State Capitol building in Salem (Oregon) during a special legislative session to show support for reducing coronavirus restrictions in the state. Members from Patriot Prayer and the pro-police group Cops NW also attended. The demonstration turned violent when participants entered the building and used bear spray and other chemical irritants against police officers stationed inside. The police responded with pepper balls, declared an unlawful assembly, and threatened to arrest rioters inside. Police and rioters also continued to clash outside the Capitol building. Later, rioters smashed windows in an attempt to get back inside. At least three reporters were assaulted by rioters. Police arrested four demonstrators. It was reported via video footage that Rep. Mike Nearman (R) opened the door for rioters to enter the building and 'coached' rioters beforehand on how to breach the Capitol building. In June 2021, Rep. Nearman (R) was expelled from his office because of his role in this demonstration.",0,armed; crowd size=more than 100,1681843954
USA19868,23-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Catholic Christian Group (United States),6,Protesters (United States),Antifa (United States),6,66,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,WILX10; Detroit News; NBC4 (Columbus); On the Scene; Lansing State Journal,Subnational-National,"On 23 December 2020, hundreds of people including Dominican nuns and Trump supporters gathered for a 'How the Gretch Stole Christmas' event on the Capitol lawn in Lansing (Michigan) to protest Governor Gretchen Whitmer's continued restrictions on restaurants and gatherings amid the ongoing coronavirus pandemic and to denounce the election results. A small group of counter-demonstrators with Antifa were also present, carrying signs calling for Donald Trump to concede. Armed members of the III% American Patriots of Michigan Militia were also present to provide security.",0,armed; armed presence; counter-demonstration; crowd size=hundreds; stop the steal,1680633602
USA24792,25-December-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),Boogaloo Boys; United Pharaoh's Guard; BLM: Black Lives Matter,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,Department of Justice; Facebook; WHAS11; Politico (US),Other-New media,"On 25 December 2020, people, including a member of the Boogaloo Bois and United Pharaoh's Guard, staged a car caravan through the St. Matthews neighborhood of Louisville (Kentucky) in support of the Black Lives Matter movement, against police brutality, and against the death of Breonna Taylor. During a traffic stop, the member of the Boogaloo Bois and United Pharaoh's Guard allegedly menaced a police officer while openly carrying an AR-15 and handgun. One person was arrested during the caravan.",0,armed; crowd size=no report,1680633586
USA19920,28-December-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,New Hampshire,Rockingham,,Newfields,43.035,-70.943,1,Portsmouth Herald; Crowd Counting Consortium; Union Leader,Other-Subnational,"On 28 December 2020, about 10 people organized by Absolute Defiance protested outside the home of Governor Sununu in Newfields (New Hampshire) against his coronavirus mask mandate. One armed person was arrested, and nine others were fined for violating a new city ordinance banning people from protesting outside private homes.",0,armed; crowd size=about 10,1680633585
USA19957,30-December-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Antifa (United States),6,Protesters (United States),Proud Boys,6,66,,840,North America,United States,Washington,Pierce,,Fife,47.233,-122.352,1,Q13 Fox; KIRO Radio,Subnational,"On 30 December 2020, a dozen or so demonstrators associated with Antifa and Tacoma Housing Now gathered in the parking lot of the Port of Tacoma Travelodge Motel in Fife (Washington) to show support for the homeless people who had been 'occupying' multiple rooms since 24 December. These demonstrators were met by a dozen or so conservative counter-demonstrators, some affiliated with the Proud Boys, and at least one of which was armed. There were no reports of violent altercations between and demonstrators or counter-demonstrators.",0,armed; counter-demonstration; crowd size=two dozen or so,1680633585
USA20007,01-January-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Women (United States); Patriot Prayer; Proud Boys; Antifa (United States); BLM: Black Lives Matter; Unidentified Communal Militia (United States),5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Oregon,Marion,,Salem,44.938,-123.03,1,News2Share; Statesman Journal; MilitiaWatch; Oregon Public Broadcasting; Twitter; Oregonian; KOIN6,Local partner-New media,"On 1 January 2021, about 100-200 people gathered at the Oregon State Capitol for a 'Mass Civil Disobedience' rally and marched to the governor's mansion in Salem (Oregon) in support of re-opening Oregon amid coronavirus restrictions and against alleged widespread voter fraud in 2020 Presidential election. The event was organized by Oregon Women for Trump and some of attendees were armed. Patriot Prayer, the Proud Boys, and unidentified militia groups attended the rally. A few dozen people, self-identified as Antifa, gathered for a 'Fascist Free 503' demonstration in Bush's Pasture Park in Salem in support of Black Lives Matter movement and against police brutality. Some attendees were armed. At one point, members of the Proud Boys armed with bats, paintball guns and firearms broke off from the group to confront the Antifa demonstrators nearby. A fight erupted between the groups and police intervened. Police used non-lethal munitions, including flash bang grenades, and arrested three people. While attempting to push back the Proud Boys, police were met with 'physical resistance and smoke grenades' from the Proud Boys.",0,armed; counter-demonstration; crowd size=about 100-200; stop the steal,1680633600
USA20081,04-January-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Government of the United States (2017-2021); Former Government of the United States (2017-2021); GOP: Republican Party; Christian Group (United States),6,Protesters (United States),,6,66,,840,North America,United States,Wyoming,Laramie,,Cheyenne,41.14,-104.82,1,Casper Star-Tribune; Billings Gazette; Wyoming News Now,Subnational-National,"On 4 January 2021, about 250 demonstrators, including current and former Republican state representatives, including former Rep. Scott Clem (R) who is now a pastor of a Baptist Church, gathered outside the state capitol in Cheyenne (Wyoming) to demonstrate against Governor Mark Gordon and restrictions related to the coronavirus pandemic. Some demonstrators burned medical masks at the demonstration. A few counter-demonstrators were also present, and one counter-demonstrator reported being harassed by a number of demonstrators. At least one demonstrator was armed with a rifle.",0,armed; counter-demonstration; crowd size=about 250,1680633679
USA20138,05-January-2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),Women (United States); Proud Boys; Christian Group (United States); Oath Keepers,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,District of Columbia,District of Columbia,,Washington DC,38.917,-77,1,ABC13 (Lynchburg); WFMY; ABC11; Twitter; WTOP Radio; WLTX News 19; Fox5 (Washington D.C.); Crowd Counting Consortium,Other-New media,"On 5 January 2021, hundreds of people organized by the Eighty Percent Coalition and Moms for America, including members of the Proud Boys and Oath Keepers, protested in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud during the presidential election, as well as against the electoral college vote taking place the next day. A group of religious Trump supporters also held a 'Jericho March' to support the President. Small groups of counter-demonstrators were also present and called for more economic relief amid the coronavirus pandemic, for another Paycheck Protection Program, and for more support from elected officials. Police sprayed demonstrators with pepper spray to attempt to disperse the crowds after Pro-Trump demonstrators assaulted police. 11 people were arrested late in the evening for assault and carrying firearms.",0,armed; counter-demonstration; crowd size=hundreds; stop the steal,1680633665
USA20143,06-January-2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,Atlanta Journal Constitution; Atlanta Anti-Repression Committee,Subnational,"On 6 January 2021, about 30 people demonstrated near Centennial Olympic Park in Atlanta (Georgia) against the announcement that a police officer who shot Jacob Blake will not be charged. The crowd was ordered to disperse after one demonstrator threw a rock at a police car. 23 demonstrators were arrested, all being charged with 'obstructing traffic' and the one who threw the rock being charged with 'inciting a riot and possessing a concealed firearm.'",0,armed; crowd size=about 30,1680633585
USA20164,06-January-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Proud Boys,5,Rioters (United States),BLM: Black Lives Matter,5,55,,840,North America,United States,Ohio,Franklin,,Columbus,39.961,-82.999,1,10TV; TiffinOhio; Highland County Press; Political Research Associates; Columbus Dispatch; Crowd Counting Consortium; 13ABC,Other-Subnational,"On 6 January 2021, hundreds of people including members of the Proud Boys and Trump supporters, some carrying weapons including firearms, gathered for a 'Stop the Steal' rally near the Statehouse in Columbus (Ohio) to demonstrate against the congressional certification of Democratic President-Elect Joe Biden. About 10 counter demonstrators, some supporting BLM, were present. Two fights between the groups broke out with demonstrators throwing punches and using batons. Police were on the scene and helped break up fights but did not make any arrests.",0,armed; counter-demonstration; crowd size=hundreds; stop the steal,1680633585
USA20188,06-January-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Michigan Liberty Militia; Proud Boys,6,,,0,60,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,Michigan Advance; Crowd Counting Consortium; MilitiaWatch; Lansing State Journal; Facebook; Detroit Free Press; Oakland Press,Local partner-New media,"On 6 January 2021, about 700-800 people including Trump supporters and members of the Michigan Liberty Militia and Proud Boys, some carrying rifles, gathered at the Capitol building in Lansing (Michigan) to protest the election results and to show support for Donald Trump.",0,armed; crowd size=about 700-800; stop the steal,1680633585
USA20142,06-January-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),III% Security Force; III% American Brotherhood of Patriots; III% American Patriots; KKK: Ku Klux Klan; American Patriots USA; White Nationalists (United States),6,,,0,60,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,Independent (United Kingdom); Channel 2 (Atlanta); Twitter; Facebook; ATL Scanner; MilitiaWatch; Live Mint; Refuse Fascism,Local partner-New media,"On 6 January 2021, about 25 people - including members of the III% American Brotherhood of Patriots, III% Security Force, III% American Patriots, former-KKK leader Chester Doles and his American Patriots USA organization - gathered outside of the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' event, against perceived election fraud and in support of President Trump's re-election. Several demonstrators attempted to enter the building to 'deliver written grievances' about Trump's loss of the election, but were escorted out. The major courthouse complex and two other government buildings in the city were ordered closed, and government officials escorted out as they left. At least four demonstrators were armed, some with long guns.",0,armed; crowd size=about 25; stop the steal,1680633603
USA20195,06-January-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; United Pharaoh's Guard,5,Civilians (United States),,7,57,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,Count Love; WFPL News Louisville; WAVE3; Department of Justice; WHAS11; Twitter; Politico (US),Other-New media,"On 6 January 2021, people marched in Louisville (Kentucky) in support of the Black Lives Matter movement and to condemn the hiring of a new police chief for the Louisville Metro Police. While demonstrators and cars blocked the 2nd Street Bridge, a United Pharaoh's Guard member in an SUV fired shots at a car that drove through the makeshift barricade. Reports indicated the vehicle was trying to flee, not strike demonstrators. No injuries were reported.",0,armed; crowd size=no report,1680633603
USA20235,06-January-2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States),6,Rioters (United States),UCA: Utah Citizens' Alarm; Proud Boys,5,56,,840,North America,United States,Utah,Salt Lake,,Salt Lake City,40.778,-111.888,1,Twitter; US News & World Report; Political Research Associates; Salt Lake Tribune; Spectrum; MilitiaWatch,Local partner-New media,"On 6 January 2021, about 200 to about 400 people, including members of the Proud Boys and Utah Citizens Alarm gathered outside the State Capitol in Salt Lake City (Utah) to demonstrate in favor of Donald Trump during a process in which electoral votes for the 2020 election, which Trump claimed were based on fraudulent results, were being certified in Washington, D.C. A small group of pro-Black Lives Matter counter-demonstrators were also present, as was at least one person with a pro-Biden sign. Police mostly kept demonstrators and counter-demonstrations apart during the demonstration, but one person was escorted off the premises by members of the Proud Boys and Utah Citizens Alarm armed with bats and guns, and a Salt Lake Tribune photographer was pepper sprayed and insulted by demonstrators upset he was documenting them. State Capitol staff were asked to work from home as a precaution.",0,armed; counter-demonstration; crowd size=about 200 to about 400; stop the steal,1680633603
USA20216,06-January-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Patriot Prayer; Unidentified Communal Militia (United States); White Nationalists (United States); QAnon; Proud Boys,5,Civilians (United States),Journalists (United States),7,57,,840,North America,United States,Washington,Thurston,,Olympia,47.036,-122.905,1,US News & World Report; Twitter; Political Research Associates; Everett Herald; Seattle Times; Rolling Stone; Olympian; MilitiaWatch; KOMO4,Local partner-New media,"On 6 January 2021, hundreds of people, including Patriot Prayer founder Joey Gibson, gathered outside the State Capitol in Olympia (Washington) to demonstrate in favor of Donald Trump during a process in which electoral votes for the 2020 election, which Trump claimed were based on fraudulent results, were being certified in Washington, DC. Some demonstrators carried QAnon flags. A portion of the crowd marched to the nearby Governor's Mansion, after which a group broke onto the Mansion's grounds, and initially ignored orders to disperse from police who arrived on the scene before being escorted out. Other armed men joined the demonstration outside of the mansion, including a demonstrator with a Hitler Youth knife on his webbing who shouted threats about killing Boomers. No arrests were reported on the day of the demonstration. On 19 January police arrested a man on second-degree assault, felony harassment, and criminal trespassing charges for his actions on 6 January. The man reportedly assaulted two journalists with pepper-spray before threatening to kill a third. Some demonstrators carried firearms. On 5 January 2022, police arrested a member of the Proud Boys and affiliate of Patriot Prayer for participation in this event.",0,armed; crowd size=hundreds; stop the steal,1680633609
USA20191,06-January-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unidentified Communal Militia (United States),6,,,0,60,,840,North America,United States,Arkansas,Pulaski,,Little Rock,34.746,-92.288,1,KARK4; THV11; Political Research Associates,Other-Subnational,"On 6 January 2021, a couple hundred pro-Trump demonstrators gathered at the Arkansas State Capitol in Little Rock (Arkansas). Among the demonstrators were an unidentified militia group armed with long rifles and carrying riot shields. The demonstration was held in support of overturning the election result in favor of Trump as part of a nationally-organized push for 'Stop the Steal' demonstrations.",0,armed; crowd size=a couple hundred; stop the steal,1680633665
